"tr";"mese";"annrif";"progind";"sesso";"eta10";"staciv4";"pnasc";"reg";"rip";"istr4";"condogg";"posiz4";"ateco3";"cond4";"ORARIO";"RAPP";"CODPROF7";"progvia";"TIPOVGG";"DEST_RE";"DEST_PR";"DEST_IE";"GGINIZ";"MMINIZ";"AAINIZ";"DURATA";"MOTVAC";"MEZZO";"ALLOG";"MOTLAV";"ORGALL";"ORGTRA";"ALPART";"IORGALL";"IORGTRA";"TIPOMARE";"TIPOCROC";"TIPOMONT";"TIPOCITTA";"TIPOCAMP";"TIPOALTRO";"W";"COEV";"TRIM";"npart";"tipo";"ESPE_CO";"ESPE_GIO";"piattall1";"piattall2";"piattall3"
3;3;2022;17297;1;2;1;1;90;3;2;3;NA;NA;3;NA;NA;NA;1;"V0322";121;NA;2;9;3;2022;4;1;5;12;NA;1;3;1;1;NA;2;2;1;2;2;2;2268.5506758;6805.6520273;1;3;5;393;98;NA;NA;NA
3;3;2022;17301;2;5;2;1;80;2;3;3;NA;NA;3;NA;NA;NA;1;"V0322";4;22;1;12;3;2022;3;1;5;13;NA;3;3;1;NA;NA;2;2;1;2;2;2;3527.2594087;10581.778226;1;2;5;217;72;NA;NA;NA
3;8;2022;17318;2;7;4;1;30;1;1;3;2;2;4;NA;NA;5;1;"V0822";9;46;1;1;8;2022;11;1;6;14;NA;3;1;2;NA;2;1;2;2;2;2;2;4376.2768934;13128.83068;3;1;7;540;49;NA;NA;NA
3;7;2022;17325;1;1;1;1;120;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0722";16;75;1;1;7;2022;2;1;5;12;NA;1;3;1;1;NA;1;2;2;2;2;2;4219.232688;12657.698064;3;3;7;500;250;NA;NA;NA
3;8;2022;17326;1;7;2;1;30;1;2;3;4;3;4;NA;NA;5;1;"V0822";3;14;1;3;8;2022;7;1;5;1;NA;1;3;1;2;NA;2;2;1;2;1;2;4204.1847503;12612.554251;3;2;7;645;92;NA;NA;NA
3;6;2022;17338;2;5;2;1;160;4;4;1;1;3;1;1;1;4;1;"V0622";127;NA;2;19;6;2022;7;1;1;3;NA;1;3;1;1;NA;1;2;2;1;2;2;3953.6505249;11860.951575;2;2;7;405;58;NA;NA;NA
3;4;2022;17339;2;3;1;1;140;4;3;2;1;3;2;NA;NA;4;1;"V0422";8;37;1;28;4;2022;2;1;2;1;NA;1;1;2;1;1;2;2;2;1;2;2;642.7058845;1928.1176536;2;1;2;180;90;NA;NA;NA
3;8;2022;17363;1;7;3;1;130;4;2;3;4;3;4;NA;NA;4;1;"V0822";12;58;1;27;8;2022;4;2;7;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;2339.3181697;7017.954509;3;1;NA;175;44;NA;NA;NA
3;7;2022;17371;1;4;2;1;80;2;4;1;1;3;1;1;1;2;1;"V0722";16;75;1;1;7;2022;4;2;1;14;NA;3;1;1;NA;1;NA;NA;NA;NA;NA;NA;6010.5683631;18031.705089;3;3;NA;90;23;NA;NA;NA
3;2;2022;17380;1;5;3;1;30;1;4;1;1;3;1;1;2;1;1;"V0222";1;1;1;18;2;2022;2;1;5;1;NA;1;3;2;1;NA;2;2;2;1;2;1;3876.9095937;11630.728781;1;1;8;470;235;NA;NA;NA
3;4;2022;17384;2;3;1;1;40;2;4;1;4;3;1;NA;NA;2;1;"V0422";7;10;1;15;4;2022;2;1;5;14;NA;3;3;1;NA;NA;1;2;2;1;1;2;2154.2206975;6462.6620924;2;3;7;83;42;NA;NA;NA
3;7;2022;17391;2;5;2;1;170;4;3;1;2;1;1;1;1;6;1;"V0722";15;65;1;20;7;2022;7;1;5;13;NA;3;3;1;NA;NA;1;2;2;1;2;2;1474.5401155;4423.6203466;3;5;7;136;19;NA;NA;NA
3;5;2022;17408;2;7;3;1;50;2;4;3;1;3;4;NA;NA;3;1;"V0522";4;21;1;19;5;2022;5;2;2;10;NA;1;1;2;1;1;NA;NA;NA;NA;NA;NA;661.0648434;1983.1945301;2;1;NA;395;79;NA;NA;NA
3;7;2022;17412;2;7;2;1;30;1;3;3;1;3;4;NA;NA;2;1;"V0722";7;8;1;23;7;2022;7;1;5;10;NA;1;3;1;2;NA;1;2;2;2;2;2;2980.5750327;8941.7250981;3;2;7;1298;185;NA;NA;NA
3;7;2022;17468;2;7;2;1;120;3;4;3;1;3;4;NA;NA;3;1;"V0722";20;95;1;11;7;2022;17;1;5;18;NA;1;3;1;1;NA;1;2;2;2;2;2;3621.5391475;10864.617442;3;2;7;1990;117;NA;NA;NA
3;4;2022;17474;2;1;1;1;40;2;2;NA;NA;NA;NA;NA;NA;NA;1;"V0422";8;99;1;14;4;2022;2;1;5;1;NA;2;3;1;1;NA;1;2;2;1;2;2;1570.06728;4710.2018401;2;4;2;115;58;2;2;1
3;9;2022;17479;1;6;2;1;40;2;3;3;2;3;4;NA;NA;4;1;"V0922";121;NA;2;19;9;2022;3;1;5;18;NA;3;3;1;NA;NA;2;2;1;2;2;2;781.4674763;2344.402429;3;2;5;684;228;NA;NA;NA
3;10;2022;17489;1;4;1;1;80;2;4;1;3;3;1;NA;NA;4;1;"L1022";3;17;1;7;10;2022;3;NA;5;1;3;1;3;2;3;NA;NA;NA;NA;NA;NA;NA;7700.8510286;23102.553086;4;1;NA;277;92;NA;NA;NA
3;10;2022;17489;1;4;1;1;80;2;4;1;3;3;1;NA;NA;4;2;"V1022";138;NA;2;13;10;2022;7;1;1;1;NA;2;2;1;2;2;1;2;2;1;2;2;7700.8510286;23102.553086;4;2;2;356;51;NA;NA;NA
3;5;2022;17494;1;4;1;1;30;1;2;1;1;3;1;1;2;2;1;"L0522";8;39;1;13;5;2022;1;NA;5;1;5;1;3;1;1;NA;NA;NA;NA;NA;NA;NA;6815.7605743;20447.281723;2;2;NA;340;340;NA;NA;NA
3;5;2022;17497;2;5;1;1;40;2;4;1;3;3;1;NA;NA;2;1;"V0522";5;27;1;29;4;2022;4;1;5;13;NA;3;3;1;NA;NA;1;2;2;1;2;2;989.064831;2967.1944929;2;2;7;325;81;NA;NA;NA
3;10;2022;17525;2;3;1;1;190;5;3;3;1;3;2;NA;NA;4;1;"V1022";127;NA;2;30;9;2022;16;1;3;4;NA;2;1;1;3;1;1;1;2;1;2;2;1573.4169066;4720.2507199;4;2;7;472;30;NA;NA;NA
3;1;2022;17526;2;3;1;1;20;1;3;1;1;3;1;1;2;2;1;"V0122";200;NA;2;5;1;2022;5;1;1;1;NA;2;2;1;1;1;2;2;2;1;1;2;361.0043926;1083.0131779;1;2;3;448;90;1;2;2
3;5;2022;17527;1;6;2;1;20;1;4;1;1;3;1;1;2;2;1;"L0522";1;1;1;3;5;2022;1;NA;5;13;4;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;378.8213517;1136.4640551;2;2;NA;75;75;NA;NA;NA
3;5;2022;17527;1;6;2;1;20;1;4;1;1;3;1;1;2;2;2;"L0522";1;1;1;10;5;2022;1;NA;5;13;4;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;378.8213517;1136.4640551;2;2;NA;75;75;NA;NA;NA
3;5;2022;17527;1;6;2;1;20;1;4;1;1;3;1;1;2;2;3;"V0522";7;9;1;15;5;2022;3;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;378.8213517;1136.4640551;2;2;7;301;100;NA;NA;NA
3;6;2022;17530;1;6;2;2;100;3;4;3;1;3;4;NA;NA;1;1;"V0622";12;58;1;14;6;2022;4;1;4;1;NA;2;1;1;1;2;2;2;2;1;2;2;1007.8400356;3023.5201068;2;2;1;495;124;1;2;2
3;6;2022;17530;1;6;2;2;100;3;4;3;1;3;4;NA;NA;1;2;"V0622";9;52;1;26;6;2022;2;1;4;18;NA;2;1;1;1;2;2;2;2;2;1;2;1007.8400356;3023.5201068;2;2;1;170;85;1;2;2
3;8;2022;17539;1;3;1;1;80;2;4;1;1;3;1;1;2;2;1;"V0822";20;90;1;1;8;2022;17;1;5;7;NA;1;3;1;1;NA;1;2;2;2;2;2;6674.7891825;20024.367548;3;4;2;1084;64;NA;NA;NA
3;8;2022;17539;1;3;1;1;80;2;4;1;1;3;1;1;2;2;2;"V0822";138;NA;2;18;8;2022;7;1;5;12;NA;2;3;2;1;NA;1;2;2;2;2;2;6674.7891825;20024.367548;3;1;5;465;66;2;1;2
3;6;2022;17541;1;5;1;2;80;2;4;1;1;2;1;1;2;2;1;"L0622";139;NA;2;9;6;2022;1;NA;1;1;2;4;4;2;NA;NA;NA;NA;NA;NA;NA;NA;3548.6595572;10645.978672;2;1;NA;742;742;NA;NA;NA
3;6;2022;17541;1;5;1;2;80;2;4;1;1;2;1;1;2;2;2;"V0622";6;32;1;3;6;2022;2;1;5;1;NA;2;3;2;1;NA;2;2;1;1;2;2;3548.6595572;10645.978672;2;1;1;311;156;1;2;2
3;6;2022;17559;1;5;2;1;150;4;3;1;1;3;1;1;2;7;1;"V0622";15;65;1;1;6;2022;4;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;3327.9764698;9983.9294093;2;4;7;225;56;NA;NA;NA
3;8;2022;17561;2;3;1;1;30;1;4;1;1;3;1;1;2;3;1;"V0822";19;81;1;14;8;2022;12;1;1;12;NA;1;1;2;1;1;1;2;2;1;2;2;2924.2814843;8772.8444528;3;1;7;1171;98;NA;NA;NA
3;1;2022;17567;2;2;1;1;90;3;3;3;NA;NA;2;NA;NA;NA;1;"V0122";12;58;1;7;1;2022;3;2;2;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;3307.9743835;9923.9231505;1;1;NA;140;47;NA;NA;NA
3;8;2022;17586;2;3;1;1;80;2;4;1;1;3;1;2;1;3;1;"V0822";172;NA;2;12;8;2022;5;1;5;12;NA;1;3;2;1;NA;1;2;2;1;2;2;2908.3093042;8724.9279126;3;1;7;600;120;NA;NA;NA
3;8;2022;17586;2;3;1;1;80;2;4;1;1;3;1;2;1;3;2;"V0822";138;NA;2;19;8;2022;2;1;1;14;NA;3;2;2;NA;1;2;2;2;1;2;2;2908.3093042;8724.9279126;3;1;7;240;120;NA;NA;NA
3;8;2022;17586;2;3;1;1;80;2;4;1;1;3;1;2;1;3;3;"V0822";20;90;1;2;8;2022;7;1;1;12;NA;1;1;2;1;1;1;2;2;2;1;2;2908.3093042;8724.9279126;3;1;7;600;86;NA;NA;NA
3;5;2022;17590;2;6;2;1;30;1;3;3;1;3;3;NA;NA;3;1;"V0522";8;37;1;21;5;2022;1;2;5;18;NA;1;3;1;1;NA;NA;NA;NA;NA;NA;NA;2201.7567751;6605.2703254;2;2;NA;130;130;NA;NA;NA
3;8;2022;17595;1;4;2;2;90;3;3;1;2;2;1;1;2;5;1;"V0822";9;49;1;14;8;2022;7;1;3;12;NA;1;1;1;1;1;1;2;2;1;1;2;4208.0671555;12624.201467;3;4;7;363;52;NA;NA;NA
3;6;2022;17597;2;5;2;1;190;5;4;1;3;3;1;NA;NA;2;1;"V0622";19;83;1;19;6;2022;3;1;5;1;NA;1;3;1;2;NA;1;2;2;2;2;2;2497.7240022;7493.1720067;2;4;7;190;63;NA;NA;NA
3;3;2022;17599;2;3;1;2;190;5;3;1;4;3;1;NA;NA;5;1;"L0322";12;58;1;2;3;2022;2;NA;5;11;11;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;5515.3092271;16545.927681;1;1;NA;133;67;NA;NA;NA
3;3;2022;17599;2;3;1;2;190;5;3;1;4;3;1;NA;NA;5;2;"L0322";15;63;1;18;3;2022;2;NA;5;11;11;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;5515.3092271;16545.927681;1;1;NA;127;64;NA;NA;NA
3;3;2022;17599;2;3;1;2;190;5;3;1;4;3;1;NA;NA;5;3;"L0322";12;58;1;6;3;2022;1;NA;5;11;11;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;5515.3092271;16545.927681;1;1;NA;123;123;NA;NA;NA
3;9;2022;17601;1;4;1;2;70;1;2;1;2;3;1;1;2;6;1;"V0922";2;7;1;16;9;2022;2;1;5;1;NA;1;3;1;2;NA;2;2;1;2;2;2;5450.0983628;16350.295088;3;2;7;250;125;NA;NA;NA
3;7;2022;17610;2;1;1;1;30;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0722";8;99;1;18;7;2022;10;1;2;1;NA;1;3;1;2;NA;1;2;2;2;2;2;2588.9607791;7766.8823374;3;5;7;544;54;NA;NA;NA
3;8;2022;17615;2;2;1;1;80;2;4;1;3;3;1;NA;NA;2;1;"V0822";1;3;1;1;8;2022;4;1;5;1;NA;1;3;2;1;NA;2;2;1;1;2;2;5789.594092;17368.782276;3;1;7;350;88;NA;NA;NA
3;8;2022;17630;2;4;1;1;90;3;2;3;NA;NA;2;NA;NA;NA;1;"V0822";9;50;1;27;8;2022;3;1;5;1;NA;1;3;2;3;NA;2;2;2;1;2;2;2240.7097888;6722.1293665;3;1;8;365;122;NA;NA;NA
3;3;2022;17636;2;1;1;1;30;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0322";4;22;1;6;3;2022;1;1;5;18;NA;1;3;1;1;NA;2;2;2;2;1;2;3399.2654302;10197.796291;1;4;7;140;140;NA;NA;NA
3;6;2022;17644;1;6;3;1;40;2;3;3;1;3;4;NA;NA;5;1;"V0622";134;NA;2;21;6;2022;9;1;8;7;NA;3;3;2;NA;NA;2;2;2;1;2;2;1456.8359742;4370.5079227;2;1;1;933;104;NA;NA;NA
3;6;2022;17649;1;3;1;1;90;3;4;1;1;3;1;1;2;3;1;"V0622";19;89;1;12;6;2022;6;1;1;1;NA;1;1;1;1;1;1;2;2;1;2;2;1916.6295212;5749.8885635;2;2;7;550;92;NA;NA;NA
3;9;2022;17657;2;5;2;1;120;3;3;1;2;3;1;1;2;4;1;"V0922";4;22;1;20;8;2022;14;1;5;12;NA;1;3;1;1;NA;2;2;1;2;2;2;2603.3229933;7809.9689798;3;2;7;1480;106;NA;NA;NA
3;9;2022;17663;1;5;1;1;130;4;4;1;1;3;1;1;2;2;1;"V0922";3;14;1;26;9;2022;4;1;5;1;NA;1;3;2;2;NA;2;2;1;2;2;2;2377.2861677;7131.858503;3;1;7;1010;253;NA;NA;NA
3;3;2022;17685;1;7;1;1;50;2;4;3;1;3;4;NA;NA;1;1;"V0322";5;24;1;18;3;2022;2;1;5;18;NA;1;3;2;2;NA;2;2;1;2;2;2;4427.3779775;13282.133932;1;1;7;300;150;NA;NA;NA
3;4;2022;17717;1;5;3;1;60;2;3;1;1;2;1;1;2;2;1;"L0422";3;15;1;6;4;2022;3;NA;2;1;6;1;3;2;3;NA;NA;NA;NA;NA;NA;NA;592.9385911;1778.8157732;2;1;NA;261;87;NA;NA;NA
3;9;2022;17737;1;6;2;1;170;4;3;3;1;3;4;NA;NA;4;1;"V0922";4;22;1;8;9;2022;8;1;6;1;NA;2;2;1;2;2;2;2;1;1;1;2;1465.8516118;4397.5548353;3;2;7;640;80;NA;NA;NA
3;10;2022;17747;2;3;1;2;90;3;4;1;1;3;1;1;2;2;1;"V1022";5;26;1;16;10;2022;3;1;5;1;NA;1;3;1;1;NA;2;2;2;1;2;2;2892.2686998;8676.8060995;4;3;1;283;94;NA;NA;NA
3;10;2022;17747;2;3;1;2;90;3;4;1;1;3;1;1;2;2;2;"V1022";17;76;1;23;10;2022;3;1;5;1;NA;1;3;1;1;NA;2;2;2;2;2;1;2892.2686998;8676.8060995;4;3;8;271;90;NA;NA;NA
3;10;2022;17757;1;8;4;1;30;1;3;3;1;3;4;NA;NA;2;1;"V1022";3;16;1;20;10;2022;3;1;5;14;NA;3;3;2;NA;NA;2;2;1;2;2;2;7198.7847504;21596.354251;4;1;7;81;27;NA;NA;NA
3;9;2022;17781;2;6;3;1;90;3;2;1;4;3;1;NA;NA;4;1;"V0922";9;50;1;25;9;2022;3;1;5;17;NA;1;3;2;2;NA;2;2;2;2;1;2;2816.738293;8450.2148791;3;1;7;509;170;NA;NA;NA
3;7;2022;17785;2;2;1;1;70;1;2;3;NA;NA;3;NA;NA;NA;1;"V0722";9;48;1;25;7;2022;2;1;2;1;NA;1;3;2;1;NA;2;2;2;1;2;2;1508.3136861;4524.9410584;3;1;1;305;153;NA;NA;NA
3;7;2022;17803;2;1;1;1;120;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0722";7;10;1;22;7;2022;1;1;5;12;NA;2;3;1;1;NA;1;2;2;1;2;2;2973.9302339;8921.7907017;3;4;7;65;65;1;2;2
3;3;2022;17809;2;2;1;1;80;2;2;3;NA;NA;3;NA;NA;NA;1;"V0322";8;37;1;18;3;2022;1;2;5;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;2709.6975702;8129.0927106;1;1;NA;48;48;NA;NA;NA
3;7;2022;17814;2;6;2;1;10;1;3;1;1;2;1;2;2;3;1;"V0722";7;8;1;30;7;2022;1;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;2449.6382457;7348.914737;3;2;7;220;220;NA;NA;NA
3;7;2022;17823;2;5;1;1;90;3;2;1;4;3;1;NA;NA;4;1;"V0722";9;49;1;23;7;2022;2;1;5;7;NA;3;3;1;NA;NA;1;2;2;2;2;2;2756.497853;8269.493559;3;3;7;132;66;NA;NA;NA
3;5;2022;17856;1;1;1;1;90;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0522";8;34;1;14;5;2022;1;1;5;1;NA;4;3;1;NA;NA;2;2;2;1;2;2;3682.3993795;11047.198139;2;4;5;95;95;NA;NA;NA
3;5;2022;17856;1;1;1;1;90;3;1;NA;NA;NA;NA;NA;NA;NA;2;"V0522";8;34;1;28;5;2022;1;1;5;1;NA;4;3;1;NA;NA;2;2;2;1;2;2;3682.3993795;11047.198139;2;4;5;95;95;NA;NA;NA
3;8;2022;17867;2;4;2;2;100;3;2;3;NA;NA;3;NA;NA;NA;1;"V0822";11;41;1;22;8;2022;7;1;5;12;NA;3;3;1;NA;NA;1;2;2;1;2;2;2302.6008329;6907.8024988;3;5;7;250;36;NA;NA;NA
3;12;2022;17879;1;8;4;1;70;1;4;3;1;3;4;NA;NA;2;1;"V1222";1;1;1;10;12;2022;20;2;5;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;2874.1189369;8622.3568108;4;1;NA;200;10;NA;NA;NA
3;9;2022;17898;1;6;2;1;80;2;3;1;1;3;1;1;2;2;1;"V0922";138;NA;2;17;9;2022;7;1;1;16;NA;2;1;1;1;1;1;2;1;1;1;2;3848.2511041;11544.753312;3;2;7;440;63;1;2;2
3;6;2022;17904;2;1;1;1;140;4;1;NA;NA;NA;NA;NA;NA;NA;1;"V0622";16;71;1;15;6;2022;13;1;8;7;NA;3;3;1;NA;NA;1;2;2;2;2;2;727.2281317;2181.6843951;2;4;7;133;10;NA;NA;NA
3;7;2022;17907;1;4;2;1;120;3;3;1;1;3;1;1;2;2;1;"V0722";200;NA;2;23;7;2022;7;1;5;18;NA;1;3;1;1;NA;1;2;1;1;1;2;3676.6421139;11029.926342;3;4;1;248;35;NA;NA;NA
3;10;2022;17931;1;1;1;1;20;1;2;NA;NA;NA;NA;NA;NA;NA;1;"V1022";200;NA;2;30;10;2022;1;1;5;1;NA;1;3;1;1;NA;2;2;2;2;2;1;402.845003;1208.5350089;4;3;5;153;153;NA;NA;NA
3;10;2022;17931;1;1;1;1;20;1;2;NA;NA;NA;NA;NA;NA;NA;2;"V1022";12;58;1;15;10;2022;1;1;2;1;NA;1;1;1;1;1;2;2;2;2;2;1;402.845003;1208.5350089;4;3;5;168;168;NA;NA;NA
3;10;2022;17960;1;7;2;1;170;4;3;3;1;2;4;NA;NA;2;1;"V1022";13;66;1;5;10;2022;4;1;5;1;NA;2;3;1;2;NA;2;2;1;1;1;2;751.9642079;2255.8926236;4;2;7;360;90;NA;NA;NA
3;5;2022;17962;1;1;1;1;90;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0522";8;38;1;2;5;2022;1;1;5;18;NA;1;3;1;1;NA;2;2;1;2;2;2;2675.103034;8025.3091021;2;4;2;138;138;NA;NA;NA
3;4;2022;17982;2;3;1;1;50;2;4;1;1;3;1;1;2;2;1;"V0422";7;10;1;26;4;2022;4;1;5;12;NA;2;3;2;1;NA;1;2;2;2;2;2;3953.5635074;11860.690522;2;1;2;270;68;1;2;2
3;8;2022;17992;1;6;2;1;150;4;2;1;4;3;1;NA;NA;6;1;"V0822";15;65;1;15;8;2022;5;1;5;14;NA;3;3;1;NA;NA;1;2;2;2;2;2;4737.6892039;14213.067612;3;2;7;180;36;NA;NA;NA
3;7;2022;17996;2;5;2;1;30;1;2;3;NA;NA;3;NA;NA;NA;1;"V0722";8;99;1;16;7;2022;7;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;6139.0882331;18417.264699;3;4;7;944;135;NA;NA;NA
3;11;2022;18023;1;3;1;1;50;2;4;1;1;2;1;1;2;2;1;"L1122";126;NA;2;7;11;2022;2;NA;1;1;2;4;4;2;NA;NA;NA;NA;NA;NA;NA;NA;666.6418846;1999.9256539;4;1;NA;700;350;NA;NA;NA
3;11;2022;18023;1;3;1;1;50;2;4;1;1;2;1;1;2;2;2;"V1122";167;NA;2;26;11;2022;2;1;1;18;NA;2;2;1;1;1;2;2;2;1;2;2;666.6418846;1999.9256539;4;2;7;165;83;2;1;2
3;9;2022;18043;2;1;1;1;120;3;2;NA;NA;NA;NA;NA;NA;NA;1;"V0922";127;NA;2;25;8;2022;15;1;1;12;NA;1;1;1;1;1;1;2;2;2;2;2;2877.1581295;8631.4743886;3;4;7;1000;67;NA;NA;NA
3;8;2022;18045;2;2;1;1;20;1;2;3;NA;NA;3;NA;NA;NA;1;"V0822";7;9;1;5;8;2022;23;1;5;14;NA;3;3;1;NA;NA;1;2;2;2;2;2;392.9048458;1178.7145373;3;3;7;183;8;NA;NA;NA
3;12;2022;18047;2;7;2;2;100;3;4;3;1;2;3;NA;NA;2;1;"V1222";600;NA;2;6;12;2022;22;2;1;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;1059.7153254;3179.1459763;4;1;NA;5598;254;NA;NA;NA
3;5;2022;18059;1;2;1;1;80;2;3;3;NA;NA;3;NA;NA;NA;1;"V0522";166;NA;2;5;5;2022;2;1;1;18;NA;2;1;2;1;1;1;2;2;1;2;2;2354.0989385;7062.2968156;2;1;7;189;95;1;2;2
3;8;2022;18070;2;6;2;1;60;2;3;1;1;3;1;1;2;3;1;"V0822";6;32;1;1;8;2022;20;1;3;15;NA;4;3;1;NA;NA;1;2;2;2;2;2;3212.7789568;9638.3368703;3;3;7;184;9;NA;NA;NA
3;9;2022;18075;1;2;1;1;50;2;2;1;2;2;1;1;1;6;1;"V0922";5;27;1;4;9;2022;3;1;5;14;NA;3;3;2;NA;NA;1;2;2;2;2;2;5902.6638941;17707.991682;3;1;7;210;70;NA;NA;NA
3;12;2022;18104;2;8;2;1;160;4;3;3;1;3;4;NA;NA;2;1;"V1222";3;12;1;9;12;2022;7;1;1;14;NA;3;2;1;NA;2;2;2;2;1;1;2;2732.0660106;8196.1980317;4;2;7;130;19;NA;NA;NA
3;4;2022;18110;2;4;1;1;30;1;4;1;1;3;1;1;2;2;1;"V0422";10;54;1;15;4;2022;3;2;2;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;5559.2752667;16677.8258;2;1;NA;433;144;NA;NA;NA
3;4;2022;18110;2;4;1;1;30;1;4;1;1;3;1;1;2;2;2;"V0422";134;NA;2;21;4;2022;5;1;1;1;NA;1;1;2;1;1;1;2;2;1;2;2;5559.2752667;16677.8258;2;1;7;700;140;NA;NA;NA
3;12;2022;18137;2;6;2;1;40;2;4;1;1;3;1;1;2;2;1;"V1222";1;6;1;22;12;2022;2;1;5;12;NA;1;3;1;1;NA;2;2;1;2;2;2;1550.937284;4652.8118519;4;3;2;143;72;NA;NA;NA
3;11;2022;18158;1;5;1;1;170;4;4;1;1;3;1;1;2;2;1;"V1122";12;58;1;5;11;2022;1;1;7;18;NA;2;2;2;1;2;2;2;2;1;2;2;1384.1124529;4152.3373586;4;1;7;232;232;1;2;2
3;6;2022;18165;1;5;2;1;30;1;4;1;1;2;1;1;1;2;1;"V0622";8;99;1;17;6;2022;1;1;5;1;NA;2;3;1;1;NA;1;2;2;1;2;2;5067.0166893;15201.050068;2;3;7;122;122;1;2;2
3;5;2022;18169;1;6;2;1;50;2;4;1;1;3;1;1;2;2;1;"L0522";12;58;1;10;5;2022;2;NA;2;5;1;2;2;1;1;1;NA;NA;NA;NA;NA;NA;1638.0526578;4914.1579735;2;2;NA;160;80;2;2;1
3;7;2022;18175;2;4;2;1;160;4;3;3;NA;NA;3;NA;NA;NA;1;"V0722";18;102;1;17;7;2022;7;1;4;1;NA;1;1;1;1;1;1;2;2;1;2;2;6642.7506882;19928.252065;3;4;7;613;88;NA;NA;NA
3;10;2022;18179;1;7;2;1;90;3;1;3;2;2;4;NA;NA;5;1;"V1022";17;76;1;10;10;2022;15;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;2402.3067972;7206.9203917;4;2;NA;250;17;NA;NA;NA
3;9;2022;18181;1;7;2;1;90;3;1;3;1;2;4;NA;NA;5;1;"V0922";19;82;1;1;9;2022;15;2;5;13;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;3888.9450879;11666.835264;3;2;NA;750;50;NA;NA;NA
3;8;2022;18209;1;6;2;1;80;2;3;1;2;3;1;1;2;5;1;"V0822";15;63;1;18;8;2022;7;1;2;12;NA;1;1;1;1;1;1;2;2;1;2;2;5789.594092;17368.782276;3;2;7;675;96;NA;NA;NA
3;8;2022;18212;2;6;2;1;50;2;4;1;1;3;1;1;2;2;1;"V0822";500;NA;2;5;8;2022;12;1;1;6;NA;2;2;1;2;2;1;2;2;2;2;2;3022.5178307;9067.5534922;3;2;7;3600;300;NA;NA;NA
3;12;2022;18218;2;3;1;1;40;2;4;1;1;3;1;1;2;2;1;"V1222";15;63;1;22;12;2022;9;2;2;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;2007.773317;6023.3199511;4;1;NA;400;44;NA;NA;NA
3;1;2022;18238;2;6;2;1;30;1;3;3;1;3;4;NA;NA;4;1;"V0122";166;NA;2;26;12;2021;15;2;1;1;NA;1;1;2;1;1;NA;NA;NA;NA;NA;NA;4591.6358529;13774.907559;1;1;NA;580;39;NA;NA;NA
3;8;2022;18250;1;3;2;1;10;1;2;1;2;2;1;1;2;5;1;"V0822";138;NA;2;13;8;2022;7;1;1;1;NA;1;1;2;1;1;1;2;2;2;2;2;8914.6575706;26743.972712;3;1;7;2510;359;NA;NA;NA
3;8;2022;18250;1;3;2;1;10;1;2;1;2;2;1;1;2;5;2;"V0822";138;NA;2;1;8;2022;7;1;1;1;NA;1;1;1;1;1;1;2;2;2;2;2;8914.6575706;26743.972712;3;3;7;1211;173;NA;NA;NA
3;7;2022;18317;2;2;1;1;170;4;2;3;NA;NA;3;NA;NA;NA;1;"V0722";16;73;1;29;7;2022;1;1;5;18;NA;1;3;1;1;NA;1;2;2;2;2;2;1819.6546505;5458.9639515;3;5;7;43;43;NA;NA;NA
3;8;2022;18332;1;7;2;1;100;3;4;1;3;3;1;NA;NA;2;1;"V0822";10;54;1;13;8;2022;16;1;5;13;NA;3;3;1;NA;NA;2;2;2;2;2;1;1354.6093018;4063.8279055;3;3;7;130;8;NA;NA;NA
3;12;2022;18340;2;1;1;1;10;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V1222";125;NA;2;8;12;2022;2;1;5;1;NA;1;3;1;1;NA;2;2;2;1;1;2;3990.3215204;11970.964561;4;4;2;169;85;NA;NA;NA
