"tr";"mese";"annrif";"progind";"sesso";"eta10";"staciv4";"pnasc";"reg";"rip";"istr4";"condogg";"posiz4";"ateco3";"cond4";"ORARIO";"RAPP";"CODPROF7";"progvia";"TIPOVGG";"DEST_RE";"DEST_PR";"DEST_IE";"GGINIZ";"MMINIZ";"AAINIZ";"DURATA";"MOTVAC";"MEZZO";"ALLOG";"MOTLAV";"ORGALL";"ORGTRA";"ALPART";"IORGALL";"IORGTRA";"TIPOMARE";"TIPOCROC";"TIPOMONT";"TIPOCITTA";"TIPOCAMP";"TIPOALTRO";"W";"COEV";"TRIM";"npart";"tipo";"ESPE_CO";"ESPE_GIO";"piattall1";"piattall2";"piattall3"
3;1;2019;21024;2;5;3;2;180;4;3;1;2;3;1;1;2;6;1;"V0119";167;NA;2;2;1;2019;6;2;7;14;NA;3;1;1;NA;2;NA;NA;NA;NA;NA;NA;6959.9033881;20879.710164;1;2;NA;100;17;NA;NA;NA
3;5;2019;21031;1;7;2;1;90;3;2;3;1;3;4;NA;NA;2;1;"L0519";12;58;1;4;5;2019;2;NA;5;1;12;2;3;1;1;NA;NA;NA;NA;NA;NA;NA;4613.2732271;13839.819681;2;2;NA;215;108;1;2;2
3;7;2019;21033;2;2;1;1;80;2;3;3;NA;NA;3;NA;NA;NA;1;"V0719";138;NA;2;15;7;2019;6;1;1;12;NA;2;1;1;1;1;1;2;2;1;2;2;2003.0600421;6009.1801264;3;2;7;1004;167;2;1;2
3;8;2019;21037;1;1;1;1;50;2;1;NA;NA;NA;NA;NA;NA;NA;1;"V0819";5;25;1;18;8;2019;7;1;5;1;NA;2;3;1;1;NA;2;2;1;2;2;2;8571.7258512;25715.177554;3;4;7;376;54;1;2;2
3;12;2019;21064;1;5;2;1;30;1;4;1;3;3;1;NA;NA;2;1;"L1219";5;24;1;18;12;2019;3;NA;5;14;3;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;4390.8289708;13172.486913;4;2;NA;55;18;NA;NA;NA
3;11;2019;21065;2;1;1;1;200;5;1;NA;NA;NA;NA;NA;NA;NA;1;"V1119";20;111;1;30;10;2019;2;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;1791.3404655;5374.0213965;4;4;NA;69;35;NA;NA;NA
3;4;2019;21089;2;7;2;1;20;1;3;3;1;3;4;NA;NA;3;1;"V0419";125;NA;2;25;4;2019;3;1;6;1;NA;1;1;1;2;2;2;2;2;2;1;2;408.3284669;1224.9854008;2;2;1;242;81;NA;NA;NA
3;1;2019;21095;2;4;2;2;30;1;4;1;1;3;1;1;2;2;1;"V0119";6;32;1;11;1;2019;1;1;5;1;NA;1;3;1;2;NA;1;2;2;1;2;2;7501.9228011;22505.768403;1;3;2;140;140;NA;NA;NA
3;8;2019;21100;1;2;1;1;150;4;3;3;NA;NA;2;NA;NA;NA;1;"V0819";16;75;1;24;8;2019;7;1;5;14;NA;3;3;1;NA;NA;1;2;2;2;2;2;11406.28023;34218.84069;3;4;7;188;27;NA;NA;NA
3;4;2019;21114;2;6;2;1;90;3;3;1;1;3;1;1;2;4;1;"L0419";15;63;1;6;4;2019;2;NA;6;1;7;2;1;2;2;2;NA;NA;NA;NA;NA;NA;5356.3436551;16069.030965;2;1;NA;250;125;NA;NA;NA
3;11;2019;21123;1;5;2;1;50;2;4;1;1;2;1;1;2;2;1;"L1119";8;99;1;13;11;2019;2;NA;5;1;1;1;3;2;3;NA;NA;NA;NA;NA;NA;NA;4885.6802188;14657.040656;4;1;NA;296;148;NA;NA;NA
3;8;2019;21129;2;2;1;1;150;4;3;1;4;3;2;NA;NA;4;1;"V0819";18;78;1;25;8;2019;6;1;5;1;NA;2;3;2;2;NA;1;2;2;2;2;2;9745.3096875;29235.929062;3;1;7;398;66;NA;NA;NA
3;4;2019;21150;2;1;1;1;30;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0419";8;99;1;25;4;2019;3;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;8514.2538851;25542.761655;2;2;8;175;58;2;2;2
3;8;2019;21176;2;5;3;1;60;2;4;1;3;3;1;NA;NA;2;1;"V0819";125;NA;2;1;8;2019;14;1;3;12;NA;1;1;2;1;1;1;2;2;2;2;2;996.3067696;2988.9203089;3;1;2;3800;271;2;2;2
3;10;2019;21181;2;2;1;1;150;4;3;3;NA;NA;3;NA;NA;NA;1;"V1019";1;1;1;4;10;2019;3;2;5;1;NA;1;3;1;2;NA;NA;NA;NA;NA;NA;NA;11331.611715;33994.835144;4;4;NA;198;66;NA;NA;NA
3;4;2019;21208;1;1;1;1;170;4;1;NA;NA;NA;NA;NA;NA;NA;1;"V0419";1;1;1;19;4;2019;4;2;5;16;NA;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;2884.4500247;8653.350074;2;4;NA;175;44;NA;NA;NA
3;7;2019;21213;1;5;2;1;90;3;4;1;1;3;1;1;2;2;1;"V0719";8;33;1;6;7;2019;1;2;9;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;2767.8842177;8303.652653;3;1;NA;140;140;NA;NA;NA
3;7;2019;21213;1;5;2;1;90;3;4;1;1;3;1;1;2;2;2;"V0719";9;49;1;13;7;2019;1;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;2767.8842177;8303.652653;3;2;NA;30;30;NA;NA;NA
3;6;2019;21223;2;5;2;1;40;2;2;1;1;3;1;2;1;2;1;"V0619";172;NA;2;27;6;2019;3;1;5;1;NA;2;3;1;1;NA;1;2;2;1;2;2;1542.1176301;4626.3528902;2;3;7;438;146;1;2;2
3;8;2019;21230;2;6;3;1;50;2;4;1;3;3;1;NA;NA;2;1;"V0819";16;74;1;18;8;2019;7;1;5;1;NA;3;3;1;NA;NA;1;2;2;2;2;2;6500.0016031;19500.004809;3;2;2;750;107;NA;NA;NA
3;1;2019;21233;1;5;2;1;50;2;3;1;1;3;1;1;2;4;1;"V0119";135;NA;2;18;1;2019;2;1;1;1;NA;1;1;1;1;1;2;2;2;1;2;2;896.8703232;2690.6109697;1;2;7;285;143;2;2;2
3;10;2019;21241;2;1;1;1;80;2;1;NA;NA;NA;NA;NA;NA;NA;1;"V1019";11;42;1;11;10;2019;2;1;5;17;NA;3;3;1;NA;NA;2;2;2;1;2;2;4209.7445317;12629.233595;4;3;2;170;85;NA;NA;NA
3;6;2019;21253;1;7;2;1;60;2;4;3;1;3;4;NA;NA;7;1;"V0619";8;38;1;15;6;2019;1;1;5;1;NA;1;3;1;1;NA;2;2;2;1;2;2;2916.0045457;8748.013637;2;2;2;145;145;2;2;2
3;1;2019;21268;2;5;1;1;10;1;2;1;1;3;1;1;2;2;1;"L0119";5;28;1;8;1;2019;1;NA;5;1;6;1;3;2;1;NA;NA;NA;NA;NA;NA;NA;5755.6837861;17267.051358;1;1;NA;250;250;2;2;2
3;1;2019;21268;2;5;1;1;10;1;2;1;1;3;1;1;2;2;2;"L0119";11;41;1;28;1;2019;3;NA;5;1;6;2;3;2;1;NA;NA;NA;NA;NA;NA;NA;5755.6837861;17267.051358;1;1;NA;630;210;1;2;2
3;12;2019;21282;2;7;2;1;190;5;2;3;1;3;3;NA;NA;3;1;"V1219";125;NA;2;20;12;2019;11;1;1;1;NA;3;2;1;NA;2;2;2;2;1;2;2;9911.3986744;29734.196023;4;2;1;1050;95;NA;NA;NA
3;4;2019;21285;1;6;1;1;70;1;3;1;1;3;1;1;2;3;1;"V0419";9;45;1;21;4;2019;2;2;5;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;6949.7184106;20849.155232;2;1;NA;59;30;NA;NA;NA
3;10;2019;21290;2;3;1;1;80;2;3;1;2;3;1;2;2;6;1;"V1019";10;54;1;19;10;2019;1;1;5;1;NA;1;3;2;2;NA;2;2;2;1;2;2;5145.522486;15436.567458;4;1;6;170;170;NA;NA;NA
3;8;2019;21354;2;5;1;1;40;2;4;1;1;3;1;1;2;2;1;"V0819";135;NA;2;11;8;2019;13;1;1;16;NA;4;2;2;NA;2;2;2;2;1;2;2;1657.428214;4972.2846419;3;1;4;644;50;NA;NA;NA
3;9;2019;21363;1;1;1;1;70;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0919";12;58;1;12;9;2019;3;1;2;12;NA;1;1;1;1;1;2;2;2;1;2;2;3438.5677114;10315.703134;3;4;7;168;56;2;2;2
3;8;2019;21368;1;5;1;1;30;1;3;1;2;2;1;1;2;5;1;"V0819";8;39;1;14;8;2019;2;1;5;1;NA;3;3;2;NA;NA;1;2;2;2;2;2;6412.462274;19237.386822;3;1;7;350;175;NA;NA;NA
3;2;2019;21376;1;5;2;1;90;3;2;1;2;3;1;1;2;5;1;"L0219";9;49;1;4;2;2019;24;NA;3;12;13;2;2;2;3;1;NA;NA;NA;NA;NA;NA;10279.640972;30838.922916;1;1;NA;474;20;NA;NA;NA
3;9;2019;21381;2;5;2;1;160;4;3;3;2;3;3;NA;NA;4;1;"V0919";17;77;1;1;9;2019;4;1;5;6;NA;1;3;1;2;NA;1;2;2;2;2;2;5599.6873551;16799.062065;3;2;7;223;56;NA;NA;NA
3;10;2019;21386;1;6;2;1;40;2;4;1;1;3;1;1;2;1;1;"V1019";3;14;1;19;10;2019;2;4;5;2;NA;4;3;1;NA;NA;2;2;1;2;2;2;869.5749333;2608.7247999;4;2;3;115;58;NA;NA;NA
3;7;2019;21387;1;2;1;1;50;2;3;3;NA;NA;3;NA;NA;NA;1;"V0719";6;32;1;22;7;2019;6;1;5;1;NA;1;3;1;1;NA;1;2;1;1;1;2;9085.978584;27257.935752;3;4;2;301;50;2;2;2
3;3;2019;21388;2;1;1;1;120;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0319";15;65;1;15;3;2019;2;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;3788.8888721;11366.666616;1;3;NA;52;26;NA;NA;NA
3;6;2019;21390;1;6;3;1;50;2;2;3;2;2;4;NA;NA;5;1;"V0619";19;82;1;8;6;2019;15;1;1;12;NA;1;1;2;2;2;1;2;2;1;1;2;5259.0286251;15777.085875;2;1;7;1330;89;NA;NA;NA
3;5;2019;21393;1;4;1;1;30;1;3;1;2;2;1;1;2;5;1;"V0519";12;58;1;1;5;2019;3;1;2;18;NA;2;1;1;1;1;2;2;2;1;2;2;7611.9675185;22835.902556;2;2;1;300;100;1;2;2
3;4;2019;21417;2;1;1;1;120;3;2;NA;NA;NA;NA;NA;NA;NA;1;"V0419";13;66;1;20;4;2019;2;1;5;14;NA;3;3;1;NA;NA;2;2;1;2;2;2;3420.4540542;10261.362163;2;4;5;108;54;NA;NA;NA
3;8;2019;21423;2;4;2;1;30;1;4;1;1;3;1;1;2;2;1;"V0819";132;NA;2;4;8;2019;8;1;5;1;NA;4;3;1;NA;NA;2;2;2;1;2;2;11435.995543;34307.986629;3;3;7;867;108;NA;NA;NA
3;5;2019;21433;2;6;2;1;200;5;4;1;1;3;1;1;2;2;1;"V0519";20;90;1;4;5;2019;2;4;5;1;NA;1;3;2;2;NA;2;2;2;2;2;1;1397.3133956;4191.9401867;2;1;3;300;150;NA;NA;NA
3;6;2019;21434;1;7;2;1;130;4;3;3;2;2;4;NA;NA;5;1;"V0619";3;15;1;21;6;2019;6;2;1;14;NA;3;1;1;NA;1;NA;NA;NA;NA;NA;NA;3374.6057491;10123.817247;2;2;NA;165;28;NA;NA;NA
3;8;2019;21438;1;3;2;1;120;3;3;1;1;3;1;1;1;2;1;"V0819";12;59;1;25;8;2019;6;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;8112.0250582;24336.075175;3;4;NA;58;10;NA;NA;NA
3;2;2019;21445;1;5;2;1;70;1;3;1;1;3;1;1;2;3;1;"V0219";2;7;1;25;2;2019;3;4;5;18;NA;2;3;1;1;NA;2;2;1;2;2;2;2508.4089035;7525.2267105;1;2;3;383;128;1;2;2
3;9;2019;21465;1;3;1;1;80;2;4;1;1;2;1;1;1;2;1;"V0919";15;63;1;19;9;2019;5;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;6483.5958212;19450.787464;3;2;NA;250;50;NA;NA;NA
3;8;2019;21467;2;8;4;1;90;3;1;3;2;2;4;NA;NA;5;1;"V0819";9;45;1;19;8;2019;8;2;5;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;9145.4823395;27436.447019;3;1;NA;130;16;NA;NA;NA
3;8;2019;21497;2;1;1;1;10;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0819";126;NA;2;8;8;2019;21;2;5;1;NA;1;3;1;1;NA;NA;NA;NA;NA;NA;NA;12442.159225;37326.477676;3;4;NA;788;38;2;2;2
3;11;2019;21503;1;6;1;1;40;2;2;1;4;3;1;NA;NA;4;1;"V1119";126;NA;2;8;11;2019;13;2;5;14;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;1925.2499857;5775.749957;4;1;NA;300;23;NA;NA;NA
3;2;2019;21515;2;2;1;1;170;4;3;3;NA;NA;3;NA;NA;NA;1;"V0219";3;15;1;9;2;2019;2;2;7;14;NA;3;1;1;NA;2;NA;NA;NA;NA;NA;NA;1343.6639737;4030.991921;1;2;NA;115;58;NA;NA;NA
3;12;2019;21533;1;5;2;1;30;1;3;1;1;2;1;1;2;2;1;"V1219";7;8;1;29;12;2019;2;1;5;1;NA;2;3;1;1;NA;1;2;2;2;2;2;4620.9464484;13862.839345;4;2;7;305;153;1;2;2
3;3;2019;21537;2;4;2;2;30;1;3;1;1;2;1;1;2;2;1;"V0319";12;58;1;3;3;2019;1;1;2;1;NA;1;3;1;1;NA;2;2;2;1;2;2;6617.791016;19853.373048;1;2;1;115;115;2;2;2
3;2;2019;21543;2;6;2;2;130;4;3;3;NA;NA;3;NA;NA;NA;1;"L0219";125;NA;2;3;2;2019;13;NA;1;16;7;4;1;2;NA;1;NA;NA;NA;NA;NA;NA;4516.7947645;13550.384293;1;1;NA;176;14;NA;NA;NA
3;3;2019;21545;1;2;1;1;80;2;4;2;NA;NA;2;NA;NA;NA;1;"V0319";4;22;1;15;3;2019;3;1;5;18;NA;1;3;2;1;NA;2;2;1;2;2;2;6578.0368826;19734.110648;1;1;5;300;100;2;2;2
3;11;2019;21551;1;7;1;1;10;1;2;3;1;2;4;NA;NA;5;1;"V1119";1;6;1;4;11;2019;1;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;6232.4853918;18697.456175;4;2;NA;40;40;NA;NA;NA
3;11;2019;21551;1;7;1;1;10;1;2;3;1;2;4;NA;NA;5;2;"V1119";1;6;1;22;11;2019;1;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;6232.4853918;18697.456175;4;2;NA;40;40;NA;NA;NA
3;2;2019;21553;1;6;2;1;120;3;4;1;4;3;1;NA;NA;1;1;"L0219";3;15;1;20;2;2019;2;NA;2;14;1;3;1;1;NA;1;NA;NA;NA;NA;NA;NA;6128.9221921;18386.766576;1;2;NA;52;26;NA;NA;NA
3;3;2019;21554;1;3;1;1;40;2;3;1;1;3;1;1;2;2;1;"V0319";1;1;1;8;3;2019;2;1;2;1;NA;1;1;2;3;1;2;2;2;1;2;2;1567.301889;4701.9056669;1;1;1;240;120;2;2;2
3;12;2019;21559;2;4;1;2;90;3;3;3;NA;NA;3;NA;NA;NA;1;"V1219";172;NA;2;16;12;2019;7;1;5;14;NA;3;3;1;NA;NA;2;2;2;1;2;2;11344.614133;34033.8424;4;3;7;200;29;NA;NA;NA
3;4;2019;21564;2;5;2;1;30;1;3;3;1;3;3;NA;NA;3;1;"V0419";138;NA;2;23;4;2019;3;1;1;12;NA;2;1;1;1;1;1;2;2;1;2;2;6704.0842555;20112.252766;2;2;7;423;141;1;2;2
3;7;2019;21570;1;8;2;1;70;1;1;3;2;2;4;NA;NA;5;1;"V0719";9;45;1;25;7;2019;3;1;5;14;NA;3;3;1;NA;NA;1;2;2;2;2;2;4609.8775259;13829.632578;3;2;7;130;43;NA;NA;NA
3;4;2019;21574;2;4;2;1;170;4;4;1;3;3;1;NA;NA;2;1;"V0419";1;1;1;19;4;2019;4;2;5;16;NA;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;2884.4500247;8653.350074;2;4;NA;175;44;NA;NA;NA
3;12;2019;21583;2;2;1;1;50;2;2;3;NA;NA;3;NA;NA;NA;1;"V1219";4;21;1;28;12;2019;3;1;5;1;NA;1;3;1;2;NA;2;2;1;2;2;2;5349.7109314;16049.132794;4;4;5;625;208;NA;NA;NA
3;11;2019;21587;2;5;2;1;10;1;3;1;1;3;1;1;2;1;1;"V1119";500;NA;2;14;11;2019;6;1;1;6;NA;2;2;1;2;1;1;2;2;2;2;2;4103.5235927;12310.570778;4;2;7;809;135;NA;NA;NA
3;11;2019;21598;1;3;1;2;190;5;2;1;2;2;1;1;2;5;1;"V1119";19;87;1;8;11;2019;1;1;5;17;NA;1;3;1;2;NA;2;2;1;1;2;2;4193.6530233;12580.95907;4;5;7;20;20;NA;NA;NA
3;1;2019;21610;2;3;2;1;200;5;3;1;2;3;1;2;2;4;1;"V0119";20;95;1;14;1;2019;1;4;5;2;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;7113.8527418;21341.558225;1;1;NA;181;181;NA;NA;NA
3;2;2019;21612;2;4;2;1;80;2;4;1;1;2;1;1;2;2;1;"V0219";4;21;1;22;2;2019;2;1;5;1;NA;2;3;1;1;NA;2;2;1;2;2;2;6489.9060539;19469.718162;1;3;5;187;94;1;2;2
3;6;2019;21621;1;1;1;1;70;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0619";9;49;1;23;6;2019;7;1;5;7;NA;1;3;1;1;NA;1;2;2;2;1;2;1761.7616234;5285.2848701;2;4;7;218;31;2;2;2
3;11;2019;21623;2;6;2;1;70;1;3;3;1;3;4;NA;NA;2;1;"V1119";2;7;1;28;11;2019;2;1;5;13;NA;3;3;1;NA;NA;2;2;1;2;2;2;1497.3547128;4492.0641385;4;2;2;225;113;NA;NA;NA
3;1;2019;21635;1;3;1;1;50;2;4;1;1;3;1;1;1;3;1;"V0119";4;21;1;19;1;2019;1;1;5;1;NA;2;3;2;1;NA;2;2;1;2;2;2;5099.1698811;15297.509643;1;1;7;346;346;2;1;2
3;7;2019;21637;2;7;2;1;30;1;2;3;1;3;4;NA;NA;2;1;"V0719";11;42;1;2;7;2019;16;1;5;13;NA;3;3;1;NA;NA;1;2;2;2;2;2;6686.5238275;20059.571482;3;2;7;70;4;NA;NA;NA
3;12;2019;21646;2;6;2;1;150;4;1;3;NA;NA;3;NA;NA;NA;1;"V1219";10;54;1;13;12;2019;2;3;5;1;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;4494.0852578;13482.255773;4;2;NA;128;64;NA;NA;NA
3;8;2019;21655;2;1;1;1;120;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0819";12;59;1;25;8;2019;6;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;8112.0250582;24336.075175;3;4;NA;58;10;NA;NA;NA
3;5;2019;21675;2;5;2;1;90;3;4;1;1;3;1;2;1;4;1;"V0519";8;99;1;29;4;2019;2;1;5;1;NA;1;3;1;2;NA;1;2;2;1;2;2;3827.8701977;11483.610593;2;4;7;219;110;NA;NA;NA
3;3;2019;21677;1;4;2;1;70;1;4;1;3;3;1;NA;NA;2;1;"V0319";7;8;1;15;3;2019;1;1;5;18;NA;1;3;1;2;NA;2;2;2;1;2;2;1983.499533;5950.4985991;1;4;1;55;55;NA;NA;NA
3;6;2019;21687;1;4;1;1;10;1;3;1;4;3;1;NA;NA;2;1;"V0619";12;58;1;8;6;2019;2;2;2;16;NA;4;1;2;NA;1;NA;NA;NA;NA;NA;NA;10420.471074;31261.413223;2;1;NA;270;135;NA;NA;NA
3;12;2019;21707;1;8;4;1;90;3;2;3;1;2;4;NA;NA;3;1;"V1219";9;50;1;28;12;2019;3;1;5;1;NA;1;3;2;1;NA;2;2;2;1;1;2;6356.9318567;19070.79557;4;1;2;400;133;2;2;2
3;9;2019;21708;1;4;1;1;90;3;4;3;1;3;2;NA;NA;2;1;"V0919";18;80;1;3;9;2019;5;2;2;14;NA;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;5012.2460331;15036.738099;3;1;NA;159;32;NA;NA;NA
3;8;2019;21717;1;1;1;1;120;3;1;NA;NA;NA;NA;NA;NA;NA;1;"V0819";12;58;1;5;8;2019;5;1;5;7;NA;2;3;1;1;NA;2;2;2;2;1;2;11145.525249;33436.575748;3;4;7;153;31;1;2;2
3;2;2019;21718;2;4;1;2;20;1;4;1;1;3;1;2;2;2;1;"V0219";400;NA;2;29;1;2019;17;1;1;14;NA;3;1;1;NA;1;1;2;1;1;2;2;629.7877795;1889.3633386;1;3;2;883;52;NA;NA;NA
3;5;2019;21730;1;6;2;2;90;3;4;1;4;3;1;NA;NA;2;1;"V0519";1;4;1;30;4;2019;1;1;5;1;NA;1;3;2;2;NA;2;2;2;1;2;2;7583.3986725;22750.196017;2;1;7;320;320;NA;NA;NA
3;6;2019;21740;1;6;2;1;90;3;4;1;3;3;1;NA;NA;2;1;"V0619";1;1;1;10;6;2019;3;1;5;1;NA;2;3;1;1;NA;2;2;2;1;2;2;4778.1166592;14334.349978;2;2;1;405;135;1;2;2
3;10;2019;21751;1;6;3;1;30;1;3;1;1;3;1;1;2;2;1;"L1019";4;22;1;8;10;2019;2;NA;10;1;1;2;3;2;1;NA;NA;NA;NA;NA;NA;NA;5819.2253412;17457.676024;4;1;NA;245;123;1;2;2
3;8;2019;21775;1;5;1;1;140;4;3;2;2;3;2;NA;NA;6;1;"V0819";16;74;1;10;8;2019;5;1;5;1;NA;2;3;2;1;NA;1;2;2;1;2;2;807.0468775;2421.1406325;3;1;4;450;90;1;2;2
3;11;2019;21784;2;4;1;1;60;2;4;1;1;3;1;1;2;2;1;"L1119";19;84;1;22;11;2019;5;NA;1;14;10;3;1;2;NA;1;NA;NA;NA;NA;NA;NA;3228.6292479;9685.8877436;4;1;NA;350;70;NA;NA;NA
3;7;2019;21791;2;5;2;2;120;3;3;1;2;3;1;2;1;6;1;"V0719";167;NA;2;23;7;2019;7;2;1;13;NA;3;1;1;NA;1;NA;NA;NA;NA;NA;NA;10291.869151;30875.607452;3;2;NA;250;36;NA;NA;NA
3;12;2019;21798;2;2;1;1;30;1;2;3;NA;NA;3;NA;NA;NA;1;"V1219";2;7;1;27;12;2019;3;1;6;10;NA;3;3;2;NA;NA;2;2;1;2;2;2;6652.4119187;19957.235756;4;1;7;230;77;NA;NA;NA
3;8;2019;21801;2;3;2;1;160;4;3;1;4;3;3;NA;NA;4;1;"V0819";17;77;1;1;8;2019;14;1;5;12;NA;1;3;1;2;NA;1;2;2;2;2;2;6323.6124206;18970.837262;3;4;7;113;8;NA;NA;NA
3;8;2019;21820;1;1;1;1;30;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0819";4;22;1;3;8;2019;24;3;6;9;NA;4;4;1;NA;NA;NA;NA;NA;NA;NA;NA;10167.495469;30502.486407;3;2;NA;335;14;NA;NA;NA
3;8;2019;21824;2;5;2;1;10;1;4;1;4;3;1;NA;NA;2;1;"V0819";125;NA;2;8;8;2019;15;1;8;7;NA;1;3;1;1;NA;1;2;2;1;1;2;10971.835642;32915.506927;3;4;1;250;17;2;2;2
3;7;2019;21827;2;5;2;1;80;2;2;1;1;3;1;1;2;4;1;"V0719";11;42;1;27;7;2019;4;1;5;1;NA;2;3;1;1;NA;1;2;2;2;2;2;6025.5245387;18076.573616;3;2;7;335;84;1;2;2
3;3;2019;21831;1;7;2;1;180;4;3;3;1;3;4;NA;NA;2;1;"V0319";12;58;1;10;3;2019;6;2;2;14;NA;3;2;1;NA;2;NA;NA;NA;NA;NA;NA;2518.9874178;7556.9622533;1;2;NA;294;49;NA;NA;NA
3;4;2019;21877;2;4;2;1;130;4;3;1;1;3;1;1;2;3;1;"V0419";400;NA;2;16;4;2019;8;1;1;1;NA;2;2;1;1;1;1;2;1;1;1;2;5456.840735;16370.522205;2;4;2;600;75;2;2;1
3;9;2019;21894;1;7;2;1;140;4;3;3;3;3;4;NA;NA;1;1;"V0919";200;NA;2;16;9;2019;7;1;1;1;NA;2;2;1;1;1;2;2;1;1;2;2;805.7327957;2417.1983871;3;2;2;652;93;2;2;1
3;9;2019;21895;1;5;2;1;90;3;4;1;1;2;1;1;2;2;1;"V0919";9;53;1;1;9;2019;8;1;5;1;NA;2;3;1;1;NA;1;2;2;2;2;2;4765.2283382;14295.685015;3;2;7;660;83;2;1;2
3;2;2019;21896;2;2;1;1;120;3;3;1;2;3;1;1;1;2;1;"V0219";200;NA;2;17;2;2019;5;1;1;12;NA;2;1;1;1;1;2;2;2;1;2;2;7646.7967883;22940.390365;1;2;1;391;78;1;2;2
3;8;2019;21901;1;2;1;1;30;1;2;1;2;2;1;1;1;5;1;"V0819";16;75;1;10;8;2019;7;1;5;14;NA;3;3;2;NA;NA;1;2;2;2;2;2;5340.9755017;16022.926505;3;1;2;325;46;NA;NA;NA
3;9;2019;21903;1;4;2;1;170;4;3;1;1;3;1;1;2;3;1;"V0919";16;75;1;6;9;2019;6;1;5;1;NA;2;3;1;1;NA;1;2;2;1;1;2;1839.2038223;5517.611467;3;2;2;415;69;1;2;2
3;9;2019;21910;2;7;1;1;70;1;3;3;1;3;4;NA;NA;2;1;"V0919";300;NA;2;25;9;2019;5;1;1;1;NA;4;4;1;NA;NA;2;2;2;1;2;2;3338.4003785;10015.201136;3;2;7;2493;499;NA;NA;NA
3;8;2019;21922;2;4;1;1;110;3;4;1;1;3;1;1;2;2;1;"V0819";15;65;1;8;8;2019;14;1;5;12;NA;1;3;1;1;NA;1;2;2;2;2;2;11744.619121;35233.857362;3;3;7;1067;76;2;2;2
3;12;2019;21924;2;2;1;1;50;2;3;1;1;3;3;2;2;2;1;"V1219";4;22;1;25;12;2019;1;1;5;1;NA;2;3;1;1;NA;2;2;1;2;2;2;4312.9182218;12938.754665;4;5;7;84;84;1;2;2
3;6;2019;21931;2;6;2;1;60;2;2;3;1;3;4;NA;NA;3;1;"V0619";8;99;1;1;6;2019;1;2;5;18;NA;1;3;1;2;NA;NA;NA;NA;NA;NA;NA;1998.5118019;5995.5354057;2;2;NA;187;187;NA;NA;NA
3;5;2019;21937;2;4;2;1;180;4;4;1;1;3;1;1;2;3;1;"L0519";3;15;1;8;5;2019;1;NA;1;1;10;4;4;2;NA;NA;NA;NA;NA;NA;NA;NA;3610.4802759;10831.440828;2;1;NA;322;322;NA;NA;NA
3;8;2019;21943;2;3;1;1;10;1;3;1;1;3;1;1;1;3;1;"V0819";7;9;1;5;8;2019;8;1;2;12;NA;3;3;2;NA;NA;1;2;2;2;2;2;10044.627878;30133.883635;3;1;7;332;42;NA;NA;NA
3;8;2019;21946;1;1;1;1;150;4;1;NA;NA;NA;NA;NA;NA;NA;1;"V0819";18;78;1;11;8;2019;14;1;5;1;NA;2;3;1;2;NA;1;2;2;2;2;2;8261.5227953;24784.568386;3;4;7;613;44;NA;NA;NA
3;7;2019;21963;2;4;2;1;50;2;3;3;1;3;3;NA;NA;4;1;"V0719";16;73;1;17;7;2019;7;2;5;14;NA;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;7558.6420243;22675.926073;3;3;NA;200;29;NA;NA;NA
3;3;2019;21983;1;1;1;1;30;1;1;NA;NA;NA;NA;NA;NA;NA;1;"V0319";7;11;1;18;3;2019;1;1;5;1;NA;1;3;1;1;NA;1;2;2;2;2;2;7575.0703281;22725.210984;1;4;6;40;40;2;2;2
